image_name,tags
test_18274,clear primary
test_18275,agriculture clear bare_ground road primary
test_18276,clear primary
test_18277,agriculture water habitation clear road primary cultivation
test_18278,agriculture haze clear road primary
test_18279,agriculture clear road primary cultivation
test_18280,haze primary
test_18281,cloudy
test_18282,agriculture water clear primary
test_18283,haze primary
test_18284,agriculture partly_cloudy clear road primary
test_18285,partly_cloudy primary
test_18286,agriculture partly_cloudy cloudy primary
test_18287,cloudy haze primary
test_18288,partly_cloudy primary
test_18289,clear primary
test_18290,cloudy
test_18291,agriculture water habitation clear road primary
test_18292,clear primary
test_18293,agriculture water haze clear road primary
test_18294,clear primary
test_18295,agriculture partly_cloudy habitation road primary
test_18296,agriculture partly_cloudy haze road primary
test_18297,clear primary
test_18298,partly_cloudy cloudy primary
test_18299,clear primary
test_18300,clear primary
test_18301,haze primary
test_18302,clear primary
test_18303,water clear primary
test_18304,clear primary
test_18305,water clear road primary
test_18306,agriculture partly_cloudy water cloudy primary
test_18307,agriculture partly_cloudy water primary
test_18308,clear primary
test_18309,agriculture partly_cloudy habitation primary cultivation
test_18310,agriculture partly_cloudy road primary
test_18311,water clear primary
test_18312,agriculture clear primary cultivation
test_18313,clear primary
test_18314,clear primary
test_18315,clear primary
test_18316,agriculture haze primary cultivation
test_18317,agriculture partly_cloudy habitation road primary cultivation
test_18318,agriculture habitation clear road primary cultivation
test_18319,clear primary
test_18320,clear primary
test_18321,water cloudy clear
test_18322,agriculture water habitation clear road primary cultivation
test_18323,agriculture water habitation clear road primary cultivation
test_18324,clear primary
test_18325,agriculture water clear road primary
test_18326,water clear primary
test_18327,agriculture partly_cloudy water habitation road primary
test_18328,water clear road primary
test_18329,cloudy
test_18330,agriculture habitation clear road primary cultivation
test_18331,agriculture habitation clear road primary
test_18332,clear primary
test_18333,clear primary
test_18334,agriculture water haze clear road primary
test_18335,agriculture partly_cloudy water primary
test_18336,agriculture water haze road primary
test_18337,cloudy
test_18338,agriculture water habitation clear road primary cultivation
test_18339,agriculture water habitation clear road primary
test_18340,clear primary
test_18341,agriculture clear road primary
test_18342,water clear primary
test_18343,partly_cloudy clear primary
test_18344,clear primary
test_18345,clear primary
test_18346,cloudy
test_18347,agriculture partly_cloudy primary
test_18348,agriculture water habitation clear road primary cultivation
test_18349,agriculture water clear road primary
test_18350,partly_cloudy primary
test_18351,clear primary
test_18352,clear primary
test_18353,clear primary
test_18354,partly_cloudy primary
test_18355,agriculture water habitation clear road primary cultivation
test_18356,agriculture partly_cloudy haze primary
test_18357,agriculture water clear primary
test_18358,agriculture clear road primary cultivation
test_18359,partly_cloudy primary
test_18360,agriculture habitation haze clear road primary
test_18361,clear primary
test_18362,agriculture water habitation clear road primary
test_18363,agriculture partly_cloudy haze road primary
test_18364,agriculture habitation clear road primary cultivation
test_18365,agriculture water clear road primary
test_18366,partly_cloudy primary
test_18367,agriculture clear primary
test_18368,agriculture partly_cloudy water road primary
test_18369,haze primary
test_18370,clear primary
test_18371,clear primary
test_18372,haze primary
test_18373,agriculture habitation clear road primary
test_18374,water clear primary
test_18375,clear primary
test_18376,clear primary
test_18377,agriculture clear road primary
test_18378,clear primary
test_18379,agriculture clear primary
test_18380,partly_cloudy cloudy primary
test_18381,clear primary
test_18382,clear primary
test_18383,agriculture water haze clear road primary
test_18384,agriculture partly_cloudy water cloudy primary
test_18385,agriculture water clear primary
test_18386,agriculture clear road primary cultivation
test_18387,agriculture partly_cloudy primary
test_18388,cloudy
test_18389,agriculture water clear road primary
test_18390,clear primary
test_18391,clear primary
test_18392,partly_cloudy primary
test_18393,clear primary
test_18394,cloudy
test_18395,clear primary
test_18396,clear primary
test_18397,clear primary
test_18398,agriculture water habitation clear road primary
test_18399,agriculture partly_cloudy habitation road primary
test_18400,water clear primary
test_18401,agriculture partly_cloudy water primary
test_18402,agriculture water habitation clear road primary
test_18403,haze clear primary
test_18404,agriculture clear primary cultivation
test_18405,partly_cloudy primary
test_18406,agriculture clear primary cultivation
test_18407,agriculture partly_cloudy water primary
test_18408,agriculture partly_cloudy water primary
test_18409,water clear primary
test_18410,agriculture partly_cloudy road primary
test_18411,cloudy
test_18412,agriculture clear primary cultivation
test_18413,agriculture water habitation clear road primary
test_18414,water clear primary
test_18415,agriculture water clear road primary
test_18416,agriculture clear road primary
test_18417,clear primary
test_18418,water clear road primary
test_18419,agriculture habitation clear road primary
test_18420,clear primary
test_18421,agriculture clear road primary
test_18422,clear primary
test_18423,partly_cloudy water clear primary
test_18424,clear selective_logging primary
test_18425,clear primary
test_18426,water clear primary
test_18427,agriculture clear road primary
test_18428,agriculture habitation clear road primary
test_18429,agriculture water haze road primary
test_18430,agriculture partly_cloudy water cloudy road primary
test_18431,clear primary
test_18432,clear primary
test_18433,agriculture clear road primary cultivation
test_18434,haze primary
test_18435,agriculture clear primary cultivation
test_18436,agriculture water habitation clear road primary cultivation
test_18437,clear primary
test_18438,agriculture partly_cloudy water primary
test_18439,agriculture partly_cloudy clear road primary
test_18440,agriculture habitation clear road primary
test_18441,agriculture partly_cloudy habitation road primary cultivation
test_18442,agriculture clear primary cultivation
test_18443,clear primary
test_18444,clear primary
test_18445,partly_cloudy primary
test_18446,clear primary
test_18447,agriculture partly_cloudy water habitation road primary
test_18448,agriculture haze clear road primary cultivation
test_18449,clear primary
test_18450,agriculture water clear road primary
test_18451,clear primary
test_18452,cloudy
test_18453,agriculture partly_cloudy road primary
test_18454,water habitation clear road primary
test_18455,partly_cloudy haze primary
test_18456,agriculture water habitation clear road primary cultivation
test_18457,water clear primary
test_18458,clear primary
test_18459,agriculture water clear road primary
test_18460,agriculture clear primary cultivation
test_18461,partly_cloudy clear primary
test_18462,clear primary
test_18463,clear primary
test_18464,clear primary
test_18465,artisinal_mine water habitation clear bare_ground road primary
test_18466,agriculture partly_cloudy primary cultivation
test_18467,agriculture clear road primary
test_18468,agriculture water clear primary
test_18469,cloudy
test_18470,clear primary
test_18471,partly_cloudy primary
test_18472,cloudy
test_18473,clear primary
test_18474,agriculture habitation clear road primary cultivation
test_18475,agriculture water clear road primary
test_18476,clear primary
test_18477,clear primary
test_18478,agriculture partly_cloudy cloudy primary
test_18479,water clear road primary
test_18480,agriculture haze clear primary cultivation
test_18481,partly_cloudy primary
test_18482,agriculture water clear road primary
test_18483,clear primary
test_18484,agriculture water clear road primary
test_18485,clear primary
test_18486,agriculture clear primary cultivation
test_18487,agriculture water clear road primary
test_18488,cloudy
test_18489,clear primary
test_18490,agriculture water clear primary
test_18491,agriculture clear primary cultivation
test_18492,clear primary
test_18493,agriculture clear road primary
test_18494,clear primary
test_18495,agriculture clear road primary cultivation
test_18496,agriculture partly_cloudy water habitation clear road primary
test_18497,water clear primary
test_18498,clear primary
test_18499,clear primary
test_18500,partly_cloudy primary
test_18501,agriculture habitation clear road primary
test_18502,agriculture partly_cloudy water cloudy primary
test_18503,clear primary
test_18504,agriculture clear primary cultivation
test_18505,haze primary
test_18506,clear primary
test_18507,agriculture partly_cloudy habitation road primary
test_18508,clear primary
test_18509,clear primary
test_18510,agriculture partly_cloudy primary cultivation
test_18511,clear primary
test_18512,clear primary
test_18513,agriculture clear primary
test_18514,agriculture water clear road primary cultivation
test_18515,clear primary
test_18516,clear primary
test_18517,clear primary
test_18518,agriculture partly_cloudy habitation clear road primary
test_18519,partly_cloudy primary
test_18520,cloudy
test_18521,agriculture habitation clear road primary cultivation
test_18522,clear primary
test_18523,agriculture clear primary cultivation
test_18524,partly_cloudy primary
test_18525,agriculture water cloudy haze primary
test_18526,agriculture water habitation clear road primary
test_18527,agriculture habitation clear road primary cultivation
test_18528,cloudy haze primary
test_18529,water clear primary
test_18530,agriculture water clear primary
test_18531,clear primary
test_18532,artisinal_mine water habitation clear road primary
test_18533,partly_cloudy primary
test_18534,clear primary
test_18535,partly_cloudy primary
test_18536,agriculture clear road primary
test_18537,agriculture habitation clear road primary cultivation
test_18538,agriculture water clear road primary
test_18539,agriculture water habitation clear road primary
test_18540,agriculture water habitation clear road primary
test_18541,agriculture water clear road primary
test_18542,agriculture water habitation clear road primary
test_18543,agriculture clear primary cultivation
test_18544,partly_cloudy primary
test_18545,agriculture partly_cloudy road primary
test_18546,agriculture partly_cloudy water habitation road primary cultivation
test_18547,agriculture water habitation clear road primary cultivation
test_18548,clear primary
test_18549,clear primary
test_18550,agriculture clear road primary
test_18551,clear primary
test_18552,agriculture habitation clear road primary cultivation
test_18553,cloudy haze primary
test_18554,partly_cloudy primary
test_18555,clear primary
test_18556,clear primary
test_18557,cloudy
test_18558,agriculture clear road primary
test_18559,haze clear primary
test_18560,agriculture clear primary cultivation
test_18561,agriculture water habitation clear road primary
test_18562,clear primary
test_18563,agriculture water haze road primary
test_18564,agriculture water habitation clear road primary
test_18565,clear primary
test_18566,partly_cloudy primary
test_18567,agriculture partly_cloudy water habitation road primary
test_18568,clear primary
test_18569,cloudy haze primary
test_18570,clear primary
test_18571,agriculture water clear primary
test_18572,agriculture habitation clear road primary
test_18573,partly_cloudy haze primary
test_18574,clear primary
test_18575,agriculture water clear road primary
test_18576,agriculture habitation clear road primary cultivation
test_18577,clear primary
test_18578,agriculture water clear road primary
test_18579,agriculture water habitation clear road primary
test_18580,agriculture water clear primary cultivation
test_18581,clear primary
test_18582,cloudy haze primary
test_18583,agriculture haze clear road primary
test_18584,agriculture water clear road primary
test_18585,clear primary
test_18586,haze primary
test_18587,artisinal_mine water clear road primary
test_18588,agriculture haze primary cultivation
test_18589,agriculture water clear primary
test_18590,clear primary
test_18591,partly_cloudy primary
test_18592,agriculture water haze clear road primary cultivation
test_18593,partly_cloudy primary
test_18594,agriculture water habitation clear road primary cultivation
test_18595,agriculture partly_cloudy water road primary
test_18596,clear primary
test_18597,clear primary
test_18598,clear primary
test_18599,partly_cloudy primary
test_18600,agriculture clear bare_ground road primary
test_18601,agriculture habitation clear road primary cultivation
test_18602,agriculture habitation clear road primary
test_18603,agriculture water clear road primary
test_18604,clear primary
test_18605,agriculture clear road primary
test_18606,agriculture water clear primary
test_18607,agriculture habitation clear road primary
test_18608,clear primary
test_18609,agriculture clear road primary
test_18610,clear primary
test_18611,agriculture habitation clear road primary cultivation
test_18612,agriculture partly_cloudy clear primary
test_18613,agriculture clear primary cultivation
test_18614,agriculture clear primary cultivation
test_18615,partly_cloudy clear primary
test_18616,agriculture clear road primary
test_18617,partly_cloudy primary
test_18618,clear primary
test_18619,water cloudy clear
test_18620,agriculture clear primary cultivation
test_18621,water clear primary
test_18622,water cloudy clear
test_18623,agriculture clear primary cultivation
test_18624,partly_cloudy primary
test_18625,agriculture water clear road primary
test_18626,agriculture habitation clear road primary cultivation
test_18627,agriculture clear primary cultivation
test_18628,partly_cloudy primary
test_18629,agriculture water clear road primary
test_18630,clear primary
test_18631,water clear primary
test_18632,agriculture clear primary cultivation
test_18633,cloudy
test_18634,clear primary
test_18635,agriculture water clear road primary
test_18636,clear primary
test_18637,clear primary
test_18638,cloudy
test_18639,agriculture clear primary cultivation
test_18640,clear primary
test_18641,agriculture clear road primary cultivation
test_18642,partly_cloudy primary
test_18643,agriculture clear road primary
test_18644,agriculture water clear road primary
test_18645,clear primary
test_18646,clear primary
test_18647,clear primary
test_18648,agriculture water habitation clear road primary
test_18649,clear primary
test_18650,agriculture water habitation clear road primary
test_18651,agriculture water habitation clear road primary cultivation
test_18652,clear primary
test_18653,clear primary
test_18654,clear primary
test_18655,clear primary
test_18656,agriculture clear primary cultivation
test_18657,clear primary
test_18658,clear primary
test_18659,agriculture clear road primary cultivation
test_18660,clear primary
test_18661,haze primary
test_18662,agriculture habitation clear road primary cultivation
test_18663,agriculture habitation clear road primary
test_18664,clear primary
test_18665,agriculture habitation clear road primary cultivation
test_18666,haze clear primary
test_18667,agriculture water haze clear road primary
test_18668,partly_cloudy primary
test_18669,clear primary
test_18670,agriculture water clear road primary
test_18671,agriculture partly_cloudy water road primary
test_18672,clear primary
test_18673,agriculture water clear road primary
test_18674,agriculture water clear road primary
test_18675,clear primary
test_18676,clear primary
test_18677,clear primary
test_18678,clear primary
test_18679,clear primary
test_18680,agriculture clear primary cultivation
test_18681,agriculture habitation clear road primary cultivation
test_18682,clear primary
test_18683,agriculture partly_cloudy water primary
test_18684,clear primary
test_18685,agriculture partly_cloudy water cloudy haze primary
test_18686,agriculture water clear road primary cultivation
test_18687,clear primary
test_18688,clear primary
test_18689,agriculture clear primary
test_18690,agriculture partly_cloudy habitation clear road primary
test_18691,cloudy haze primary
test_18692,clear primary
test_18693,agriculture partly_cloudy water road primary
test_18694,clear primary
test_18695,haze primary
test_18696,clear primary
test_18697,clear primary
test_18698,agriculture clear road primary
test_18699,haze primary
test_18700,partly_cloudy clear primary
test_18701,agriculture water habitation clear road primary cultivation
test_18702,clear primary
test_18703,haze primary
test_18704,agriculture habitation clear road primary
test_18705,partly_cloudy clear primary
test_18706,agriculture clear primary cultivation
test_18707,partly_cloudy primary
test_18708,clear primary
test_18709,agriculture clear road primary cultivation
test_18710,agriculture water habitation clear road primary
test_18711,agriculture partly_cloudy water cloudy primary
test_18712,agriculture clear road primary
test_18713,clear primary
test_18714,clear primary
test_18715,clear primary
test_18716,agriculture partly_cloudy water primary
test_18717,agriculture clear primary cultivation
test_18718,haze primary
test_18719,clear primary
test_18720,partly_cloudy clear primary
test_18721,clear primary
test_18722,cloudy
test_18723,agriculture water clear primary
test_18724,clear primary
test_18725,agriculture partly_cloudy haze clear primary
test_18726,clear primary
test_18727,agriculture clear road primary
test_18728,agriculture partly_cloudy water habitation road primary
test_18729,water clear primary
test_18730,clear primary
test_18731,agriculture partly_cloudy clear primary
test_18732,agriculture water clear road primary
test_18733,agriculture water habitation clear road primary cultivation
test_18734,agriculture partly_cloudy water clear road primary
test_18735,agriculture clear road primary
test_18736,clear primary
test_18737,agriculture water habitation clear road primary
test_18738,partly_cloudy primary
test_18739,clear primary
test_18740,agriculture water clear primary cultivation
test_18741,agriculture water clear primary
test_18742,agriculture habitation clear road primary cultivation
test_18743,agriculture clear primary
test_18744,partly_cloudy clear primary
test_18745,cloudy
test_18746,agriculture partly_cloudy water road primary
test_18747,clear primary
test_18748,agriculture habitation clear road primary cultivation
test_18749,clear primary
test_18750,clear primary
test_18751,clear primary
test_18752,clear primary
test_18753,agriculture partly_cloudy primary cultivation
test_18754,agriculture partly_cloudy water road primary
test_18755,agriculture water habitation clear road primary cultivation
test_18756,agriculture partly_cloudy primary
test_18757,clear primary
test_18758,agriculture water habitation clear primary cultivation
test_18759,agriculture partly_cloudy habitation road primary cultivation
test_18760,clear primary
test_18761,clear primary
test_18762,clear primary
test_18763,agriculture partly_cloudy primary cultivation
test_18764,agriculture water haze clear road primary
test_18765,agriculture water clear road primary
test_18766,clear primary
test_18767,clear primary
test_18768,clear primary
test_18769,agriculture water clear primary cultivation
test_18770,water clear road primary
test_18771,agriculture clear road primary cultivation
test_18772,water clear primary
test_18773,agriculture clear road primary
test_18774,agriculture water habitation clear road primary cultivation
test_18775,agriculture water habitation clear road primary
test_18776,agriculture partly_cloudy water habitation clear road primary
test_18777,agriculture water haze clear road primary
test_18778,artisinal_mine water clear road primary
test_18779,agriculture clear road primary
test_18780,clear primary
test_18781,water clear primary
test_18782,clear primary
test_18783,clear primary
test_18784,clear primary
test_18785,agriculture partly_cloudy road primary
test_18786,agriculture habitation haze clear road primary
test_18787,agriculture partly_cloudy clear road primary cultivation
test_18788,agriculture clear road primary
test_18789,clear primary
test_18790,clear primary
test_18791,clear primary
test_18792,agriculture clear primary cultivation
test_18793,agriculture water clear primary
test_18794,cloudy haze primary
test_18795,haze clear primary
test_18796,agriculture clear primary cultivation
test_18797,clear primary
test_18798,agriculture clear primary cultivation
test_18799,clear primary
test_18800,agriculture water clear road primary cultivation
test_18801,agriculture clear road primary
test_18802,clear primary
test_18803,agriculture partly_cloudy water habitation clear road primary cultivation
test_18804,agriculture water clear primary cultivation
test_18805,clear primary
test_18806,agriculture clear primary cultivation
test_18807,clear primary
test_18808,agriculture water clear road primary
test_18809,clear primary
test_18810,agriculture water haze primary
test_18811,clear primary
test_18812,agriculture partly_cloudy road primary
test_18813,clear primary
test_18814,agriculture partly_cloudy road primary
test_18815,agriculture water habitation clear road primary
test_18816,agriculture habitation clear primary cultivation
test_18817,agriculture clear road primary cultivation
test_18818,agriculture habitation clear road primary cultivation
test_18819,water clear road primary
test_18820,agriculture habitation clear road primary
test_18821,clear primary
test_18822,haze clear primary
test_18823,clear primary
test_18824,agriculture partly_cloudy habitation road primary cultivation
test_18825,agriculture habitation clear road primary
test_18826,clear primary
test_18827,clear primary
test_18828,agriculture partly_cloudy water road primary
test_18829,partly_cloudy primary
test_18830,agriculture water habitation clear road primary
test_18831,clear primary
test_18832,agriculture partly_cloudy road primary
test_18833,clear primary
test_18834,clear primary
test_18835,partly_cloudy primary
test_18836,agriculture partly_cloudy water road primary
test_18837,clear primary
test_18838,clear primary
test_18839,cloudy
test_18840,clear primary
test_18841,cloudy
test_18842,clear primary
test_18843,clear primary
test_18844,clear primary
test_18845,agriculture partly_cloudy clear road primary
test_18846,cloudy haze primary
test_18847,agriculture haze primary
test_18848,clear primary
test_18849,agriculture partly_cloudy water road primary
test_18850,agriculture clear road primary
test_18851,agriculture haze road primary
test_18852,cloudy haze primary
test_18853,clear primary
test_18854,clear primary
test_18855,agriculture water haze road primary
test_18856,agriculture partly_cloudy water habitation clear road primary cultivation
test_18857,partly_cloudy primary
test_18858,agriculture water habitation clear road primary
test_18859,agriculture water habitation clear bare_ground road primary
test_18860,water clear primary
test_18861,agriculture partly_cloudy water habitation clear road primary
test_18862,agriculture clear primary cultivation
test_18863,clear primary
test_18864,cloudy
test_18865,agriculture water clear road primary
test_18866,water clear road primary
test_18867,clear primary
test_18868,agriculture water habitation clear road primary cultivation
test_18869,cloudy
test_18870,clear primary
test_18871,agriculture clear primary cultivation
test_18872,agriculture water habitation clear road primary
test_18873,clear primary
test_18874,agriculture clear primary cultivation
test_18875,agriculture clear primary cultivation
test_18876,partly_cloudy cloudy primary
test_18877,clear primary
test_18878,agriculture water clear road primary
test_18879,clear primary
test_18880,haze primary
test_18881,haze primary
test_18882,partly_cloudy clear primary
test_18883,cloudy
test_18884,clear primary
test_18885,agriculture habitation clear road primary
test_18886,clear primary
test_18887,clear primary
test_18888,cloudy haze primary
test_18889,agriculture clear road primary cultivation
test_18890,water cloudy clear
test_18891,agriculture clear primary cultivation
test_18892,water cloudy clear primary
test_18893,partly_cloudy primary
test_18894,clear primary
test_18895,water clear road primary
test_18896,clear primary
test_18897,clear primary
test_18898,clear primary
test_18899,agriculture clear road primary cultivation
test_18900,agriculture habitation clear road primary
test_18901,water clear primary
test_18902,clear primary
test_18903,agriculture habitation clear road primary cultivation
test_18904,water cloudy clear
test_18905,agriculture partly_cloudy water cloudy clear primary
test_18906,agriculture clear road primary
test_18907,water cloudy clear
test_18908,cloudy
test_18909,water habitation clear road primary
test_18910,water clear primary
test_18911,agriculture water clear primary
test_18912,agriculture water habitation clear road primary cultivation
test_18913,agriculture water habitation clear road primary
test_18914,agriculture water clear road primary
test_18915,agriculture clear bare_ground primary
test_18916,partly_cloudy primary
test_18917,clear primary
test_18918,clear primary
test_18919,agriculture water clear road primary
test_18920,haze primary
test_18921,partly_cloudy primary
test_18922,agriculture water clear road primary
test_18923,agriculture clear road primary cultivation
test_18924,clear primary
test_18925,agriculture water habitation clear road primary cultivation
test_18926,agriculture clear road primary
test_18927,agriculture habitation clear road primary cultivation
test_18928,clear selective_logging primary
test_18929,clear primary
test_18930,clear primary
test_18931,agriculture habitation clear road primary
test_18932,agriculture habitation clear road primary
test_18933,agriculture partly_cloudy water road primary
test_18934,cloudy haze primary
test_18935,haze primary
test_18936,clear primary
test_18937,agriculture habitation clear road primary
test_18938,agriculture clear primary cultivation
test_18939,agriculture clear road primary
test_18940,agriculture clear primary cultivation
test_18941,clear primary
test_18942,clear primary
test_18943,haze primary
test_18944,water clear primary
test_18945,agriculture clear primary cultivation
test_18946,clear primary
test_18947,water cloudy clear
test_18948,agriculture clear road primary
test_18949,agriculture haze clear primary
test_18950,agriculture clear road primary cultivation
test_18951,clear primary
test_18952,agriculture water cloudy haze primary
test_18953,agriculture clear primary
test_18954,haze clear primary
test_18955,agriculture clear road primary cultivation
test_18956,agriculture habitation clear road primary cultivation
test_18957,cloudy
test_18958,partly_cloudy primary
test_18959,clear primary
test_18960,agriculture clear primary cultivation
test_18961,cloudy
test_18962,agriculture clear road primary
test_18963,cloudy
test_18964,water habitation clear road primary
test_18965,agriculture water habitation clear road primary
test_18966,artisinal_mine agriculture water habitation clear road primary
test_18967,agriculture water cloudy haze road primary
test_18968,water clear primary
test_18969,partly_cloudy primary
test_18970,clear primary
test_18971,agriculture water clear primary
test_18972,clear primary
test_18973,agriculture partly_cloudy habitation clear road primary cultivation
test_18974,clear primary
test_18975,clear primary
test_18976,partly_cloudy primary
test_18977,agriculture water habitation clear primary cultivation
test_18978,clear primary
test_18979,agriculture habitation clear road primary cultivation
test_18980,agriculture water habitation clear road primary
test_18981,clear primary
test_18982,agriculture habitation clear road primary cultivation
test_18983,partly_cloudy cloudy primary
test_18984,clear primary
test_18985,clear primary
test_18986,cloudy haze primary
test_18987,agriculture habitation clear road primary
test_18988,clear primary
test_18989,agriculture clear primary cultivation
test_18990,clear primary
test_18991,clear primary
test_18992,haze primary
test_18993,clear primary
test_18994,clear primary
test_18995,agriculture clear road primary cultivation
test_18996,partly_cloudy water primary
test_18997,agriculture water habitation clear road primary
test_18998,agriculture water clear primary
test_18999,clear primary
test_19000,agriculture water clear primary
test_19001,cloudy
test_19002,agriculture water habitation clear road primary
test_19003,cloudy primary
test_19004,clear primary
test_19005,cloudy
test_19006,clear primary
test_19007,clear primary
test_19008,agriculture partly_cloudy road primary cultivation
test_19009,water habitation clear road primary
test_19010,agriculture water clear primary cultivation
test_19011,agriculture water habitation clear road primary
test_19012,agriculture partly_cloudy water habitation clear road primary
test_19013,clear primary
test_19014,agriculture water habitation clear road primary
test_19015,artisinal_mine water habitation clear road primary
test_19016,agriculture habitation clear road primary
test_19017,cloudy
test_19018,agriculture water clear primary
test_19019,partly_cloudy primary
test_19020,clear primary
test_19021,clear primary
test_19022,agriculture water haze road primary
test_19023,partly_cloudy primary
test_19024,artisinal_mine water clear road primary
test_19025,agriculture water habitation clear road primary
test_19026,clear primary
test_19027,agriculture clear primary cultivation
test_19028,clear primary
test_19029,agriculture habitation clear road primary cultivation
test_19030,artisinal_mine water clear road primary
test_19031,partly_cloudy primary
test_19032,agriculture clear primary
test_19033,clear primary
test_19034,agriculture partly_cloudy water habitation road primary
test_19035,clear primary
test_19036,agriculture habitation clear road primary
test_19037,clear primary
test_19038,agriculture clear primary cultivation
test_19039,agriculture clear road primary cultivation
test_19040,cloudy
test_19041,clear primary
test_19042,agriculture clear primary cultivation
test_19043,agriculture clear primary cultivation
test_19044,clear primary
test_19045,agriculture water clear road primary
test_19046,agriculture clear road primary
test_19047,agriculture water clear road primary
test_19048,clear primary
test_19049,clear primary
test_19050,agriculture partly_cloudy water road primary
test_19051,agriculture habitation clear road primary cultivation
test_19052,water clear primary
test_19053,agriculture clear primary cultivation
test_19054,agriculture clear primary cultivation
test_19055,agriculture habitation clear road primary cultivation
test_19056,clear primary
test_19057,clear primary
test_19058,cloudy haze primary
test_19059,clear primary
test_19060,agriculture clear primary cultivation
test_19061,agriculture clear primary cultivation
test_19062,agriculture habitation clear primary cultivation
test_19063,clear primary
test_19064,partly_cloudy primary
test_19065,partly_cloudy primary
test_19066,water clear road primary
test_19067,agriculture partly_cloudy water habitation clear road primary
test_19068,water haze clear primary
test_19069,clear primary
test_19070,clear primary
test_19071,clear primary
test_19072,agriculture water habitation clear road primary
test_19073,clear primary
test_19074,clear primary
test_19075,clear primary
test_19076,water cloudy clear
test_19077,water cloudy clear
test_19078,agriculture habitation clear road primary cultivation
test_19079,agriculture clear road primary
test_19080,agriculture water clear road primary
test_19081,agriculture clear road primary
test_19082,clear primary
test_19083,agriculture clear primary cultivation
test_19084,agriculture clear road primary
test_19085,clear primary
test_19086,clear primary
test_19087,partly_cloudy primary
test_19088,clear primary
test_19089,agriculture clear primary cultivation
test_19090,agriculture habitation clear road primary cultivation
test_19091,artisinal_mine water clear road primary
test_19092,agriculture haze clear road primary cultivation
test_19093,partly_cloudy cloudy primary
test_19094,clear primary
test_19095,clear primary
test_19096,agriculture water clear road primary
test_19097,partly_cloudy cloudy primary
test_19098,agriculture water habitation clear road primary cultivation
test_19099,agriculture clear road primary
test_19100,agriculture habitation clear road primary
test_19101,clear primary
test_19102,agriculture habitation clear road primary
test_19103,agriculture water clear primary cultivation
test_19104,clear primary
test_19105,clear primary
test_19106,clear primary
test_19107,agriculture clear primary cultivation
test_19108,agriculture partly_cloudy primary
test_19109,agriculture water clear primary cultivation
test_19110,agriculture partly_cloudy water primary
test_19111,agriculture clear road primary cultivation
test_19112,agriculture partly_cloudy road primary cultivation
test_19113,clear primary
test_19114,clear primary
test_19115,haze primary
test_19116,clear primary
test_19117,clear primary
test_19118,clear primary
test_19119,clear primary
test_19120,clear primary
test_19121,clear primary
test_19122,agriculture partly_cloudy primary
test_19123,clear primary
test_19124,agriculture clear road primary
test_19125,partly_cloudy primary
test_19126,artisinal_mine water clear road primary
test_19127,agriculture habitation clear road primary
test_19128,agriculture partly_cloudy road primary
test_19129,clear primary
test_19130,clear primary
test_19131,partly_cloudy primary
test_19132,haze primary
test_19133,clear primary
test_19134,agriculture water clear road primary
test_19135,partly_cloudy primary
test_19136,clear primary
test_19137,clear primary
test_19138,partly_cloudy haze primary
test_19139,water clear primary
test_19140,partly_cloudy clear primary
test_19141,clear primary
test_19142,agriculture clear road primary
test_19143,cloudy
test_19144,water clear road primary
test_19145,clear primary
test_19146,agriculture clear primary cultivation
test_19147,cloudy
test_19148,agriculture clear primary cultivation
test_19149,cloudy
test_19150,clear primary
test_19151,agriculture clear road primary
test_19152,agriculture water habitation clear road primary cultivation
test_19153,agriculture clear road primary
test_19154,agriculture water habitation clear road primary cultivation
test_19155,clear primary
test_19156,agriculture partly_cloudy water primary
test_19157,clear primary
test_19158,clear primary
test_19159,partly_cloudy cloudy primary
test_19160,agriculture water clear primary
test_19161,clear primary
test_19162,water clear road primary
test_19163,agriculture habitation clear road primary cultivation
test_19164,agriculture partly_cloudy water habitation road primary cultivation
test_19165,agriculture clear road primary cultivation
test_19166,agriculture water haze clear road primary
test_19167,agriculture partly_cloudy haze clear primary
test_19168,agriculture clear primary
test_19169,agriculture haze clear road primary cultivation
test_19170,agriculture water clear primary
test_19171,agriculture haze clear road primary
test_19172,clear primary
test_19173,agriculture clear road primary cultivation
test_19174,agriculture habitation clear road primary
test_19175,agriculture clear primary cultivation
test_19176,agriculture clear road primary
test_19177,agriculture clear road primary cultivation
test_19178,agriculture clear primary cultivation
test_19179,clear primary
test_19180,agriculture haze clear primary
test_19181,clear primary
test_19182,agriculture water haze primary
test_19183,agriculture water clear road primary
test_19184,agriculture haze clear primary cultivation
test_19185,agriculture habitation clear road primary
test_19186,clear primary
test_19187,clear primary
test_19188,cloudy
test_19189,cloudy
test_19190,agriculture cloudy primary
test_19191,haze primary
test_19192,clear primary
test_19193,clear primary
test_19194,agriculture clear primary cultivation
test_19195,agriculture water clear road primary
test_19196,cloudy haze primary
test_19197,clear primary
test_19198,clear primary
test_19199,clear primary
test_19200,clear primary
test_19201,agriculture partly_cloudy primary
test_19202,haze primary
test_19203,agriculture clear primary cultivation
test_19204,clear primary
test_19205,haze clear primary
test_19206,partly_cloudy primary
test_19207,agriculture water clear road primary cultivation
test_19208,clear primary
test_19209,agriculture habitation clear road primary cultivation
test_19210,agriculture clear road primary cultivation
test_19211,agriculture water habitation clear road primary
